Year,Order,Level,Award,Name,Citation,County
2016,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Erica BAMFORD ,"Director, Council for the Homeless Northern Ireland. For services to Tackling Homelessness in Northern Ireland.",Down
2016,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Dr Antony James BANNAN ,"Chief Executive, Precision Technologies Group.  For services to the UK Economy, International Trade and Inward Investment.",Lancashire
2016,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Elizabeth Maria BANNON ,"Co-Director, Maternity and WomenÍs Health, Belfast Health and Social Care Trust. For services to Midwifery in Northern Ireland.",Belfast
2016,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Angela BARKE ,"Grade 7, Ministry of Defence. For services to Defence.",London
2016,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Tanya BARRON ,"Chief Executive Officer, PLAN International. For services to Increasing International Education Access for Girls.",London
2016,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Miss Johanna BASFORD (MRS WATT) ,For services to Art and Entrepreneurship.,Aberdeenshire
2016,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Dr Charles Henry BEARDALL ,"Area Manager, Norfolk, Suffolk and Essex, Environment Agency. For services to Flood Protection and Combating Coastal Erosion in East Anglia.",Suffolk
2016,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Dennis Melvyn BENSON ,For services to Education and Commerce in Lancashire.,Lancashire
2016,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Paul BERRIFF ,For services to the Humber Rescue Service.,North Yorkshire
2016,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Councillor Paul David BETTISON ,"Leader, Bracknell Forest Council. For services to Local Government.",Berkshire
2016,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Joel BLAKE ,"Founder, Cultiv8 and Co-founder, HOT500. For services to Business Support and Enterprise.",West Midlands
2016,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Brian BLESSED ,For services to the Arts and charity.,Surrey
2016,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Professor Georgina Emma Mary BORN FBA,"Professor of Music and Anthropology, University of Oxford.  For services to Musicology, Anthropology and Higher Education.",Cambridgeshire
2016,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Dr Alan Matthew BORTHWICK ,"Chair, Medicines Committee, College of Podiatry. For services to Health and Health Research.",Hampshire
2016,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Karen BOSWELL ,"Lately Managing Director, East Coast Main Line Company Ltd. For services to the Rail Industry.",Warwickshire
2016,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Alison Margaret BOULTON ,"Lately Chief Executive, Association of National Specialist Colleges. For services to Education.",Bristol
2016,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Julie BOWMAN ,"Area Operations Manager, Yorkshire and Humberside, Crown Prosecution Service.  For services to Law and Order particularly Digital Working.",West Yorkshire
2016,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Kevin Donald BOYLE ,"Headteacher, Oaklands School, Winsford, Cheshire, and Branch Secretary, National Association of Headteachers, Cheshire. For services to Education.",Cheshire
2016,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Kenneth BRADLEY ,"Senior Executive Officer,Ministry of Defence. For services to Defence.",London
2016,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Ethelca BRAND MBE,For services to the community in London.,London
2016,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Clive BROOKS ,"Police Standards Manager for Joint Operations, College of Policing. For services to Policing particularly Disaster Victim Identification.",South Glamorgan
2016,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Andrew Appleton BROWN ,"Headteacher, West View Primary School,  Hartlepool. For services to Education.",North Yorkshire
2016,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Professor John Campbell BROWN FRSE,Astronomer Royal for Scotland.  For services to the Promotion of Astronomy and Science Education.,Glasgow
2016,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Michael Thomas BROWN ,"Mental Health Coordinator, College of Policing. For services to Policing and Mental Health.",West Midlands
2016,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Marcus Lindsay MacDonald BRUTON ,"Grade 6, Ministry of Defence. For services to Supporting Improvements to Frontline Military Equipment.",Bristol
2016,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Jonathan Peter BURGON ,"Chairman, Outdoor Recreation Network. For services to Public Recreation and the Natural Environment.",Gloucestershire
2016,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Andrew Benedict BURNS ,"Executive Principal, The Redhill Academy Trust, Nottinghamshire. For services to Education.",Leicestershire
2016,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Dr Bryony BUTLAND ,"Assistant Director, Research Strategy, Department for Business, Innovation and Skills and Founding Director, Micro Health Simulations.  For services to Science.",London
2016,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Gregory Patrick BUTLER ,"Regional Managing Director (South Eastern and Southern Regions), Education Authority.  For services to Education.",Antrim
2016,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Scott BUTTON ,"Co-founder and Co-Chief Executive Officer, Unruly.  For services to Innovation and Technology.",London
2016,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Margaret Vivienne CALVERT ,Graphic Designer. For services to Typography and Road Safety.,London
2016,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Noreen CAMPBELL ,For services to the Development of Integrated Education in Northern Ireland.,Antrim
2016,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Robert Thomas CARLSON ,"Road Safety Manager, Devon and Somerset Fire and Rescue Service.  For services to Road Safety.",Devon
2016,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Dr Olivia Hazel CARLTON ,"Occupational Physician and Medical Leader, Transport for London. For services to Transport for London and Occupational Medicine.",London
2016,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,The Rt Rev Dr David Edward CARR ,"Senior Pastor, Renewal Christian Centre. For services to the community in Solihull.",West Midlands
2016,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Neil Andrew Patrick CARSON ,"Lately Chief Executive Officer, Johnson Matthey and Chair, Chemistry Growth Partnership. For services to the Chemical Industry.",Cambridgeshire
2016,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Professor Mary CARSWELL ,"Lately Pro-Vice-Chancellor, Student Learning Experience, Birmingham City University.  For services to Higher Education.",Nottinghamshire
2016,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Simon Christopher CARTMELL ,"Operating Partner, Imperial Innovations plc.  For services to the Healthcare Business Sector.",London
2016,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Leonie Catriona (Kate) CASSIDY ,"Lately Director, Communities and Tackling Poverty, Welsh Government. For services to Communities in Wales.",South Glamorgan
2016,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Miss Joanna Marie CAVAN ,"Head of IOCCO, Interception of Communications Commissioner's Office. For public service.",London
2016,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr John Ormond CHALLIS ,"Trustee, The Raven Trust.  For services to charity in Malawi.",Argyll and Bute
2016,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr David CHARITY ,"Deputy Governor, HMP Send.  For services to HM Prison Service.",Surrey
2016,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Michael Stanley Kemp CHATTEY ,"Head of Fundraising, Conservative Party. For political service.",London
2016,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Alexander Edward CHESTERMAN ,"Founder and Chief Executive Officer, Zoopla Property Group Plc. For services to Digital Entrepreneurship.",London
2016,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr John Hunter Somerville CLARK ,"Chair and Chief Executive, John Clark Motor Group.  For services to Business, Motorsport and charity in Scotland.",Fife
2016,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Nicola CLEMO ,"Lately Social Worker and Service Director for ChildrenÍs Social Care, Cambridgeshire County Council. For services to Children.",Berkshire
